objectid,parentid,title,creator,date,estimatedate,description,caption,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
purple_31,purple_01,Page 30 of Purple Album,,,,,372. FIRENZE - S. CROCE,,"Florence, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_31.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_31_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_31_th.jpg,,
purple_32,purple_01,Page 31 of Purple Album,,,,,608.? FIRENZE INTERNO DELLA CHIESA DI S. CROCE,"Building, Interior","Florence, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_32.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_32_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_32_th.jpg,,
purple_33,purple_01,Page 32 of Purple Album,,,,,814 FIRENZE POSTERIORE DEL DUOMO,,"Florence, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_33.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_33_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_33_th.jpg,,
purple_34,purple_01,Page 33 of Purple Album,,,,,3019. FIRENZE. Il Campanile di Giotto ,,"Florence, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_34.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_34_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_34_th.jpg,,
purple_35,purple_01,Page 34 of Purple Album,,,,,379. FIRENZE - OR S. MICHELE,,"Florence, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_35.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_35_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_35_th.jpg,,
purple_36,purple_01,Page 35 of Purple Album,,,,,34? FIRENZE PIAZZA S. M. NOVELLA,,"Florence, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_36.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_36_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_36_th.jpg,,
purple_37,purple_01,Page 36 of Purple Album,,,,,,"Building, Interior",,,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_37.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_37_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_37_th.jpg,,
purple_38,purple_01,Page 37 of Purple Album,,,,,70. FIRENZE Palazzo Strozzi architecttara di Benedicto da Ma___,,"Florence, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_38.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_38_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_38_th.jpg,,
purple_39,purple_01,Page 38 of Purple Album,,,,,,,,,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_39.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_39_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_39_th.jpg,,
purple_40,purple_01,Page 39 of Purple Album,,,,,413 - FIRENZE - TOMBA DI GIULIANO DE MEDICI DI MICHELANGIOLO,,"Florence, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_40.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_40_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_40_th.jpg,,
purple_41,purple_01,Page 40 of Purple Album,,,,,,"Building, Interior",,,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_41.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_41_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_41_th.jpg,,
purple_42,purple_01,Page 41 of Purple Album,,,,,Bologna no 3 _orri __simelli e Garisenoli. Fotos dell' Emilia Bologna,,"Bologna, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_42.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_42_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_42_th.jpg,,
purple_43,purple_01,Page 42 of Purple Album,,,,,No 243 Cafe anliche nella Piazza S Stephano. Fotoga dell' Emilia Bologna,,"Bologna, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_43.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_43_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_43_th.jpg,,
purple_44,purple_01,Page 43 of Purple Album,,,,,Bologna No 18. A. Palazzo Comunale ___ dell' Emilia Bologna,,"Bologna, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_44.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_44_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_44_th.jpg,,
purple_45,purple_01,Page 44 of Purple Album,,,,,,,,,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_45.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_45_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_45_th.jpg,,
purple_46,purple_01,Page 45 of Purple Album,,,,,707,,,,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_46.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_46_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_46_th.jpg,,
purple_47,purple_01,Page 46 of Purple Album,,,,,,,,,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_47.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_47_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_47_th.jpg,,
purple_48,purple_01,Page 47 of Purple Album,,,,,,,,,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_48.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_48_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_48_th.jpg,,
purple_49,purple_01,Page 48 of Purple Album,,,,,,,,,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_49.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_49_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_49_th.jpg,,
purple_50,purple_01,Page 49 of Purple Album,,,,,P^1 . 1^A - N^o MILANO PIAZZO DEL DUOMA E ABCO DELLA GALLERIA VITTORIO EMANUALE (VEOUTA ANIMATA) 18924,,"Milan, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_50.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_50_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_50_th.jpg,,
purple_51,purple_01,Page 50 of Purple Album,,,,,5979 a) MILANO (Cattedrale). Crociera vista dal lato meridionale,,"Milan, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_51.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_51_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_51_th.jpg,,
purple_52,purple_01,Page 51 of Purple Album,,,,,no 2163 MILANO - Corso Vittorio Emanuele,,"Milan, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_52.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_52_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_52_th.jpg,,
purple_53,purple_01,Page 52 of Purple Album,,,,,Costume della Brianza,Portrait,,,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_53.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_53_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_53_th.jpg,,
purple_54,purple_01,Page 53 of Purple Album,Photographia Nessi - Como,,,,13. SECONDO BACINO DEL LAGO DI COMO,,"Lake Como, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_54.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_54_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_54_th.jpg,,
purple_55,purple_01,Page 54 of Purple Album,Photographia Nessi - Como,,,,Como - VEDUTA GENERALE DEL LAGO,,"Lake Como, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_55.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_55_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_55_th.jpg,,
purple_56,purple_01,Page 55 of Purple Album,,,,,,,,,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_56.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_56_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_56_th.jpg,,
purple_57,purple_01,Page 56 of Purple Album,,,,,del Duomo di Como,,"Lake Como, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_57.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_57_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_57_th.jpg,,
purple_58,purple_01,Page 57 of Purple Album,,,,,13162 Luzern - Panorama,,"Lucerne, Switzerland",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_58.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_58_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_58_th.jpg,,
purple_59,purple_01,Page 58 of Purple Album,,,post 1886,,12558 Luzern Spreuerbrucko,,"Lucerne, Switzerland",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_59.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_59_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_59_th.jpg,,
purple_60,purple_01,Page 59 of Purple Album,,,,,12119 Luzern Lowendenkmal,,"Lucerne, Switzerland",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/purple_60.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/purple_60_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/purple_60_th.jpg,,
red_01,,Cover of Red Album,,,,,,,,,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,compound_object,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_01.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_01_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_01_th.jpg,,
red_02,red_01,Page 1 of Red Album,,1884,,,St. Peter's. Rome. 1884,"St. Peter's Basilica; Building, Exterior","Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_02.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_02_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_02_th.jpg,,
red_04,red_01,Page 2 of Red Album,,,1884,,The Capitol,Capitoline Hill Concordata,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_04.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_04_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_04_th.jpg,,
red_05,red_01,Page 3 of Red Album,,,1884,Two photos ,,,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_05.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_05_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_05_th.jpg,,
red_05a,red_01,Page 3 Top Photo of Red Album,,,1884,,"Piazza del Popolo, from the gate",,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_05a.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_05a_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_05a_th.jpg,,
red_05b,red_01,Page 3 Bottom Photo of Red Album,,,1884,,"Piazza del Popolo, from the Pincian Hill",Pincian Hill,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_05b.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_05b_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_05b_th.jpg,,
red_06,red_01,Page 4 of Red Album,,,1884,,,,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_06.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_06_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_06_th.jpg,,
red_06a,red_01,Page 4 Top Left of Red Album,,,1884,,,,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_06a.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_06a_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_06a_th.jpg,,
red_06b,red_01,Page 4 Top Right of Red Album,,,1884,,,"Mausoleum of Adrian; Building, Exterior","Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_06b.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_06b_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_06b_th.jpg,,
red_06c,red_01,Page 4 Bottom Left of Red Album,,,1884,,,"Mausoleum of Adrian; Building, Exterior","Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_06c.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_06c_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_06c_th.jpg,,
red_06d,red_01,Page 4 Bottom Right of Red Album,,,1884,,,,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_06d.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_06d_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_06d_th.jpg,,
red_07,red_01,Page 5 of Red Album,,,1884,,Panorama dal Pincio_ Roma,Pincian Hill,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_07.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_07_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_07_th.jpg,,
red_08,red_01,Page 6 of Red Album,,,1884,,,,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_08.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_08_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_08_th.jpg,,
red_08a,red_01,Page 6 Top Left of Red Album,,,1884,,Fountain on the Pincian Hill,Pincian Hill,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_08a.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_08a_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_08a_th.jpg,,
red_08b,red_01,Page 6 Bottom Left of Red Album,,,1884,,,,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_08b.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_08b_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_08b_th.jpg,,
red_08c,red_01,Page 6 Top Right of Red Album,,,1884,,,,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_08c.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_08c_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_08c_th.jpg,,
red_08d,red_01,Page 6 Middle Right of Red Album,,,1884,,,,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_08d.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_08d_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_08d_th.jpg,,
red_08e,red_01,Page 6 Bottom Right of Red Album,,,1884,,,,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_08e.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_08e_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_08e_th.jpg,,
red_09,red_01,Page 7 of Red Album,,,1884,,,,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_09.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_09_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_09_th.jpg,,
red_09a,red_01,Page 7 Top Left of Red Album,,,1884,,,,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_09a.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_09a_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_09a_th.jpg,,
red_09b,red_01,Page 7 Bottom Left of Red Album,,,1884,,,"Pantheon; Building, Exterior","Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_09b.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_09b_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_09b_th.jpg,,
red_09c,red_01,Page 7 Top Right of Red Album,,,1884,,,,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_09c.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_09c_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_09c_th.jpg,,
red_09d,red_01,Page 7 Bottom Right of Red Album,,,1884,,,,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_09d.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_09d_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_09d_th.jpg,,
red_10,red_01,Page 8 of Red Album,,,1884,,,,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_10.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_10_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_10_th.jpg,,
red_10a,red_01,Page 8 Top Left of Red Album,,,1884,,Printed Caption is cut off,,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_10a.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_10a_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_10a_th.jpg,,
red_10b,red_01,Page 8 Bottom Left of Red Album,,,1884,,St John,"Archbasilica of Saint John Lateran; Building, Exterior","Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_10b.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_10b_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_10b_th.jpg,,
red_10c,red_01,Page 8 Top Right of Red Album,,,1884,,,,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_10c.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_10c_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_10c_th.jpg,,
red_10d,red_01,Page 8 Bottom Right of Red Album,,,1884,,St John Lateran,"Archbasilica of Saint John Lateran; Building, Exterior","Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_10d.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_10d_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_10d_th.jpg,,
red_11,red_01,Page 9 of Red Album,,,1884,,,,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_11.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_11_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_11_th.jpg,,
red_11a,red_01,Page 9 Top Left of Red Album,,,1884,,St. Peter's,St. Peter's Basilica,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_11a.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_11a_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_11a_th.jpg,,
red_11b,red_01,Page 9 Top Right of Red Album,,,1884,,,,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_11b.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_11b_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_11b_th.jpg,,
